t,metric,outcome,rolling_var,var_z,variance_breach,deviation,deviation_norm,slope,slope_norm,persistence,recovery_failure,recovery_failure_persist,gv_composite,early_warning
26,0.9461721093006694,recoverable,0.0005895373245740287,3.6617659922211967,1,0.06121217063868012,0.2550507109945005,-0.003503038315604094,0.0,0.5625,0,0.0,0.4416351421989001,0
27,0.972461527663174,recoverable,0.0005657882247347345,2.8154778866553873,1,0.033675511123455126,0.14031462968106304,-0.002711620871196249,0.0,0.625,0,0.0,0.3854184892687403,0
28,0.9768429451331152,recoverable,0.0005846085883452873,2.5655773820992023,1,0.028283952493047715,0.11784980205436547,-0.0028643624037625955,0.0,0.6875,0,0.0,0.37870048770367326,0
29,0.9767721100376544,recoverable,0.0005951793974079197,2.345736261742826,1,0.027409628002225017,0.11420678334260424,-0.0025277966482170453,0.0,0.75,0,0.0,0.3778939467930085,0
30,0.9501501570667168,recoverable,0.0006278855918015696,2.266515046945598,1,0.05236929612061547,0.21820540050256446,-0.004264215518144732,0.0,0.8125,0,0.0,0.40866001202519847,0
31,0.9645373844506034,recoverable,0.000581655143046454,1.7779868971964745,1,0.036508225882435075,0.15211760784347947,-0.003515428579029958,0.0,0.875,0,0.0,0.37617258565415834,0
32,0.9562322657093666,recoverable,0.000551767510706782,1.46604729812163,0,0.04320963131513633,0.1800401304797347,-0.004096608416965378,0.0,0.875,0,0.0,0.35947569024749193,0
33,0.9586103096992928,recoverable,0.0005504831421345717,1.3538603489208016,0,0.03948163521269987,0.16450681338624948,-0.0029923042579309916,0.0,0.875,0,0.0,0.34835567331445,0
34,0.9871253177842771,recoverable,0.0004595295499740944,0.7429725104656135,0,0.010223945927486544,0.0425997746978606,-0.0002245424079585663,0.0,0.8125,0,0.0,0.26471441997283024,0
35,0.9602017092691798,recoverable,0.0003333409668165309,-0.06772364207231986,0,0.03566165534977994,0.14859023062408308,0.0005485905926922876,0.05485905926922875,0.75,0,0.0,0.22544690501520093,0
36,0.9735497252779302,recoverable,0.0003060406555173335,-0.2703777568467683,0,0.02064587050225064,0.08602446042604434,-0.00022941511894019318,0.0,0.6875,0,0.0,0.18907989208520887,0
37,0.9896208361459166,recoverable,0.00025067838598928486,-0.6478138647626399,0,0.0027171486492384433,0.011321452705160181,0.0012899632169721658,0.1289963216972166,0.625,0,0.0,0.1778637387956145,0
38,0.9704770722714032,recoverable,0.00024585318839637747,-0.7029944147075732,0,0.020213016350250745,0.0842209014593781,0.0018492391306617819,0.1849239130661782,0.5625,0,0.0,0.18520776725180235,0
39,0.9809445893036122,recoverable,0.00023186596325317307,-0.8158576140266427,0,0.008460814746671486,0.035253394777797854,0.0030519102744316477,0.3051910274431648,0.5,0,0.0,0.1778293330720343,0
40,0.9881247408774324,recoverable,0.00023845854977645495,-0.7835666005458178,0,0.00035013711012865656,0.001458904625536069,0.00282085367851764,0.28208536785176397,0.4375,0,0.0,0.15197958610287182,0
41,0.9916691375476197,recoverable,0.00021950638126937123,-0.9096973809952069,0,0.005350846701320466,0.022295194588835276,0.003281978316742974,0.3281978316742974,0.375,0,0.0,0.14743871366891165,0
42,0.9769106753304516,recoverable,0.00021789687090050425,-0.9206798147254562,0,0.007595315774814426,0.031647149061726776,0.002055551607682573,0.2055551607682573,0.3125,0,0.0,0.11528770392758395,0
43,1.001260426395007,recoverable,0.00022149238283910157,-0.9045572003202704,0,0.01720676002779742,0.0716948334491559,0.002065182015155571,0.20651820151555708,0.25,0,0.0,0.10781669691716475,0
44,1.0255158643588294,recoverable,0.00032851678067653806,-0.22207884874665515,0,0.041506714638028686,0.1729446443251195,0.004781865739100184,0.47818657391001845,0.1875,0,0.0,0.15319191495152668,0
45,0.9870497682849247,recoverable,0.0003305693838856914,-0.2430719335980502,0,0.004661211069275417,0.01942171278864757,0.0031401515752852768,0.31401515752852766,0.125,0,0.0,0.08223661618700867,0
46,1.0283051527410962,recoverable,0.00040016786816937135,0.20112513201618176,0,0.04505674292007156,0.18773642883363148,0.00431316782462372,0.431316782462372,0.0625,0,0.0,0.1322358839943808,0
47,1.0223247740712424,recoverable,0.00047660066534373994,0.6928902683429339,0,0.03875829992640378,0.16149291636001575,0.005567686841191426,0.5567686841191426,0.0,0,0.0,0.1653060479143698,0
48,1.0159279840704958,recoverable,0.000523882190824526,0.9703681296772829,0,0.03142072762666326,0.13091969844443024,0.004800627745777281,0.4800627745777281,0.0,0,0.0,0.16750536513820832,0
49,1.06040636762085,recoverable,0.0007850960836190586,2.486979313836651,1,0.07365647390653451,0.30690197461056046,0.006606576624358846,0.6606576624358846,0.0625,0,0.0,0.3537454238472556,0
50,1.0464650895576064,recoverable,0.0008472436510031017,2.487428013475554,1,0.05752770673430385,0.23969877805959938,0.007167595855112292,0.7167595855112292,0.125,0,0.0,0.3643771229725724,0
51,1.0214092569712412,recoverable,0.0008318232087939383,2.125835997888991,1,0.03178380186332863,0.1324325077638693,0.005891070678195563,0.5891070678195562,0.1875,0,0.0,0.3135729901463495,0
52,1.0445853443061883,recoverable,0.0008414839542166366,1.9555623939320805,1,0.0528412265555106,0.22017177731462748,0.004534311942360263,0.4534311942360263,0.25,0,0.0,0.3142320627363352,0
53,1.0558647343781382,recoverable,0.0008734024122110994,1.9091860307764825,1,0.0622535987549121,0.2593899948121337,0.004595810384744225,0.4595810384744225,0.3125,0,0.0,0.33531058550333886,0
54,1.047794935168867,recoverable,0.0009313810755158319,1.9643188113475198,1,0.052389858826234925,0.2182910784426455,0.005172296758960635,0.5172296758960635,0.375,0,0.0,0.35530115359776143,0
55,1.0639477409223823,recoverable,0.0009320104519274458,1.7860742689048164,1,0.06590573919853959,0.2746072466605816,0.0037953895171079738,0.3795389517107974,0.4375,0,0.0,0.34880402558193707,0
56,1.055460632149571,recoverable,0.0009143971108126085,1.5923650317832658,0,0.05377567966409802,0.22406533193374176,0.0037738113951805447,0.37738113951805446,0.4375,0,0.0,0.32453559672754695,0
57,1.0689219786759798,recoverable,0.0009824820799475505,1.720553804542428,0,0.0640216778234135,0.2667569909308896,0.003758639300843131,0.37586393008431307,0.4375,0,0.0,0.34200268802328404,0
58,1.0826817465121417,recoverable,0.0009948916844933979,1.635426695247265,0,0.07425348561360767,0.30938952339003195,0.003502732729583031,0.3502732729583031,0.4375,0,0.0,0.3406100881394137,0
59,1.0529414050145398,recoverable,0.0009003204817964704,1.2150692343520737,0,0.041974167616776414,0.17489236506990172,0.0037807147685786913,0.3780714768578691,0.4375,0,0.0,0.2878548541392374,0
60,1.067933513577776,recoverable,0.0008536764055051138,1.0022583865151298,0,0.05304016429631053,0.22100068456796054,0.004037514041429264,0.40375140414292643,0.4375,0,0.0,0.28572773228611176,0
61,1.0596491024340766,recoverable,0.0007727176682379651,0.6860374376499259,0,0.04158536255316214,0.17327234397150892,0.0019118241822576674,0.19118241822576673,0.4375,0,0.0,0.22170950564601866,0
62,1.0701939419942856,recoverable,0.00060436378198977,0.08593263149938257,0,0.048331479570540514,0.20138116487725213,0.001442866600665651,0.1442866600665651,0.4375,0,0.0,0.17743227709253395,0
63,1.0522144256410764,recoverable,0.0005102598372678078,-0.24112955491168647,0,0.027231826019271654,0.11346594174696523,0.00043476022050622495,0.043476022050622495,0.4375,0,0.0,0.13858959165698642,0
64,1.0632025651243149,recoverable,0.0004987177549060055,-0.2868872165354574,0,0.035684057257842294,0.14868357190767623,-0.000467733544372708,0.0,0.4375,0,0.0,0.13911171438153525,0
65,1.071034155555753,recoverable,0.00031880916591326184,-0.9189857264489784,0,0.03982123281306138,0.16592180338775575,-5.2955083429130626e-05,0.0,0.375,0,0.0,0.12693436067755115,0
66,1.08984159950489,recoverable,0.0003494033804048237,-0.8199529536446075,0,0.054752280954633026,0.2281345039776376,0.0007359807700876313,0.07359807700876313,0.3125,0,0.0,0.134791612346842,0
67,1.0963001114087536,recoverable,0.00036288904478018187,-0.7958123776760465,0,0.05765481701640196,0.24022840423500816,0.0023578831946021125,0.23578831946021125,0.25,0,0.0,0.14591392876603332,0
68,1.0624853590240255,recoverable,0.00026374001978226577,-1.1566575391440908,0,0.020773121739919853,0.08655467391633272,0.002720806281357103,0.2720806281357103,0.1875,0,0.0,0.1049980290036231,0
69,1.0741599345737192,recoverable,0.00027099174151170707,-1.141725924905311,0,0.02934051911394331,0.12225216297476378,0.001982639661747567,0.1982639661747567,0.125,0,0.0,0.08544002752116626,0
70,1.1001109061067582,recoverable,0.00032245135045057553,-0.9767518135496526,0,0.051558618472671514,0.21482757696946464,0.0034022601868325614,0.34022601868325614,0.0625,0,0.0,0.10962441819638136,0
71,1.0654869633433377,recoverable,0.0002224368221931418,-1.3437424478632354,0,0.014474081516060444,0.060308672983585186,0.001990978939133033,0.1990978939133033,0.0,0,0.0,0.04192641868371253,0
72,1.0940696719607896,recoverable,0.00022664222388434676,-1.3313256224617551,0,0.03915149024583431,0.16313120935764294,0.002770981878711349,0.2770981878711349,0.0,0,0.0,0.07419097005219882,0
73,1.1059067431631846,recoverable,0.0002762834832394918,-1.1658432994148584,0,0.047500350889290166,0.1979181287053757,0.002708606036491137,0.2708606036491137,0.0,0,0.0,0.0802127162884422,0
74,1.1332874781368651,recoverable,0.00041467044622982817,-0.670630368883221,0,0.07128869873703603,0.2970362447376501,0.00422145149144986,0.422145149144986,0.0,0,0.0,0.12272902131927792,0
75,1.1325542044542884,recoverable,0.0005521873847166258,-0.18829508402504228,0,0.06570527718214736,0.27377198825894733,0.005366892131727039,0.5366892131727039,0.0,0,0.0,0.13525777962769503,0
76,1.1257820197237232,recoverable,0.0006150650377367503,0.02319095990058191,0,0.05568386355216126,0.23201609813400526,0.006651072911812287,0.6651072911812287,0.0,0,0.0,0.1478258104397412,0
77,1.1343002401115168,recoverable,0.0007231925854545186,0.40653290266910436,0,0.06046956840527895,0.2519565350219956,0.008394809897927784,0.8394809897927784,0.0,0,0.0,0.20535151994968048,0
78,1.145825533989617,recoverable,0.0008871658957767236,0.974982922757754,0,0.0676649439527417,0.2819372664697571,0.00805227483110609,0.805227483110609,0.0,0,0.0,0.24681321310038232,0
79,1.1827255935031724,recoverable,0.0012080560144138066,1.9951564281000416,1,0.10048769593688633,0.4186987330703597,0.009490591380874895,0.9490591380874895,0.0625,1,0.0625,0.39360979076291264,0
80,1.1642097762090142,recoverable,0.001374725004985015,2.3008586288186876,1,0.078047055754348,0.3251960656431167,0.010333071647959536,1.0,0.125,0,0.0625,0.4200112580442439,0
81,1.1772005349239454,recoverable,0.001543047095933597,2.471418810092791,1,0.08584477187085549,0.3576865494618979,0.008798919901906203,0.8798919901906203,0.1875,1,0.125,0.44567602342760054,0
82,1.1984304577945823,recoverable,0.0018516059413176817,2.79782975619229,1,0.10194652429187934,0.4247771845494972,0.00897417395868015,0.8974173958680149,0.25,1,0.1875,0.5100380288752652,0
83,1.2028574780235046,recoverable,0.002006971078087438,2.6840138352972325,1,0.10147378639928961,0.4228074433303734,0.00891506070405437,0.891506070405437,0.3125,1,0.25,0.5256276731766925,0
84,1.213250882479581,recoverable,0.0022093404865048357,2.643517184256167,1,0.10635199261167538,0.4431333025486474,0.010073082328789468,1.0,0.375,1,0.3125,0.5680743165280271,0
85,1.2109191412055151,recoverable,0.0023350766869361024,2.4804275239416413,1,0.09912120466150509,0.4130050194229378,0.010085779767704105,1.0,0.4375,1,0.375,0.5753993984518477,0
86,1.2386167199868137,recoverable,0.0027073797348073246,2.621806717256801,1,0.12071358051489556,0.5029732521453981,0.010207897227788509,1.0,0.5,1,0.4375,0.6284915588045654,0
87,1.242892830255398,recoverable,0.0030446553566743353,2.62952289422112,1,0.1191906623974992,0.49662775998958003,0.009763445088823364,0.9763445088823364,0.5625,1,0.5,0.6492252922032036,0
88,1.2772515296346951,recoverable,0.003350604083357757,2.565820719761267,1,0.14706370233937816,0.6127654264140756,0.01064518293037342,1.0,0.625,1,0.5625,0.6964509938371913,0
89,1.2790862684429536,recoverable,0.003565940904148559,2.419612152936318,1,0.1413602790333559,0.589001162638983,0.012493959030306949,1.0,0.6875,1,0.625,0.7062546720232479,0
90,1.2776418675851418,recoverable,0.003800279361302737,2.3113846266887643,1,0.13292559970863183,0.5538566654526326,0.011861553628206487,1.0,0.75,1,0.6875,0.7164952349968668,0
91,1.2958018008719665,recoverable,0.0036798641869819912,1.9740347015688433,1,0.14321377638086052,0.5967240682535855,0.011710806181823661,1.0,0.8125,1,0.75,0.7259722923342058,0
92,1.287392399591291,recoverable,0.0035690405600507943,1.7151151701126277,0,0.1275644265136182,0.5315184438067425,0.011079101209106861,1.0,0.8125,1,0.8125,0.7038119151979647,0
93,1.313825556858332,recoverable,0.0036391404850623045,1.6245665494628831,0,0.14527721274008365,0.6053217197503485,0.011106012929287564,1.0,0.8125,1,0.875,0.721479811768847,0
94,1.3022655396641736,recoverable,0.0036705609700090395,1.520417313965864,0,0.12574842972793032,0.523951790533043,0.009850204265224356,0.9850204265224356,0.8125,1,0.9375,0.7048946587968213,0
95,1.314076526374695,recoverable,0.003645797487935734,1.3942493162468468,0,0.12945800407782015,0.5394083503242506,0.00800421628001449,0.800421628001449,0.75,1,0.9375,0.6556591511398422,0
96,1.2875621448401495,recoverable,0.00321562323401524,1.0074566800661693,0,0.09635293769876596,0.4014705737448581,0.005308102006592484,0.5308102006592483,0.6875,1,1.0,0.5537518362811567,0
97,1.3123085927329652,recoverable,0.0028871545049074013,0.7114900265954548,0,0.11389910288077476,0.47457959533656147,0.0036535901227650433,0.3653590122765043,0.625,1,1.0,0.5067904870941775,0
98,1.280533151598645,recoverable,0.0023968806561762584,0.2993035326558044,0,0.07485540199396712,0.31189750830819635,0.0017150491359572686,0.17150491359572687,0.5625,0,0.9375,0.3907340624621272,0
99,1.2726406545694369,recoverable,0.002149549570260517,0.06326879085825772,0,0.06034688096490193,0.251445337353758,-0.0005714530041833578,0.0,0.5,0,0.875,0.31105826681777005,0
100,1.2785057180156876,recoverable,0.001704505813756486,-0.3366071674005936,0,0.06026545068085487,0.25110604450356194,-0.002556207330218736,0.0,0.4375,0,0.8125,0.28147120890071237,0
101,1.2609049766069371,recoverable,0.0013178511832980396,-0.7069380834712108,0,0.03615077549665102,0.15062823123604593,-0.004300810791919453,0.0,0.375,0,0.75,0.2363756462472092,0
102,1.2668840954147875,recoverable,0.0010687328146328457,-0.9719786802257225,0,0.03636941352270173,0.15153922301125722,-0.005856915443236631,0.0,0.3125,0,0.6875,0.21155784460225144,0
103,1.2868799476206552,recoverable,0.0008335308777617345,-1.2225935529698326,0,0.05033282557998686,0.20972010658327858,-0.004311541257321972,0.0,0.25,0,0.625,0.19819402131665573,0
104,1.228377933289026,recoverable,0.0007510494448369454,-1.325961192698631,0,0.0113388705900479,0.04724529412519959,-0.006401240402589336,0.0,0.1875,0,0.5625,0.1406990588250399,0
105,1.218108611009933,recoverable,0.0007069174377474658,-1.3800912034986064,0,0.02446000642099566,0.10191669342081526,-0.0073680779354070814,0.0,0.125,0,0.5,0.12663333868416304,0
106,1.2162535559812115,recoverable,0.0008144476395364957,-1.2987000789465861,0,0.029330779324966416,0.1222115805206934,-0.00904047826464282,0.0,0.0625,0,0.4375,0.10569231610413868,0
107,1.2054960604156195,recoverable,0.0010007969420889361,-1.1476999910060444,0,0.042461468900695465,0.1769227870862311,-0.008785541354796571,0.0,0.0,0,0.375,0.09163455741724622,0
108,1.1797483075458448,recoverable,0.0014117959112306833,-0.7939259835064851,0,0.06933998088901094,0.2889165870375456,-0.010758692709621903,0.0,0.0,0,0.3125,0.10465831740750911,0
109,1.163111934546757,recoverable,0.0019245906424739203,-0.3351614647217147,0,0.08532256525621817,0.3555106885675757,-0.012943814586916902,0.0,0.0,0,0.25,0.10860213771351512,0
110,1.1602087900005098,recoverable,0.0024008382929042826,0.09176279068495681,0,0.08809234359551543,0.36705143164798093,-0.013568664724588132,0.0,0.0,0,0.1875,0.10808977137852167,0
111,1.1407585755381506,recoverable,0.0029340016499861377,0.5690102517373603,0,0.10632782607834801,0.44303260865978333,-0.014993916253939095,0.0,0.0,0,0.125,0.14800011114176811,0
112,1.1007114321908047,recoverable,0.0038687732443366636,1.3774056208711951,0,0.14311766857223462,0.5963236190509776,-0.016748629486939517,0.0,0.0,0,0.0625,0.22702583958670947,0
113,1.0984014402204825,recoverable,0.0044710776135902675,1.7724990437146737,1,0.14194579261578943,0.5914408025657892,-0.015282071368548535,0.0,0.0625,0,0.0,0.26052023506420596,0
114,1.0837482927039084,recoverable,0.005131372316129328,2.101194137982722,1,0.1522821871398412,0.6345091130826717,-0.016230322162258934,0.0,0.125,0,0.0,0.3082371181867288,0
115,1.0514215796364876,recoverable,0.0058785103442364536,2.359956953900205,1,0.17929231482162766,0.747051311756782,-0.017873383146918297,0.0,0.1875,0,0.0,0.364853616201371,0
116,1.0556685921118103,recoverable,0.006509622154156132,2.439645970935586,1,0.16894703141713818,0.7039459642380758,-0.01738801037576636,0.0,0.25,0,0.0,0.3775496193430142,0
117,1.024056030945783,recoverable,0.007018243401739932,2.4070997243195817,1,0.19326503260617822,0.8052709691924093,-0.017397641083262704,0.0,0.3125,0,0.0,0.4111148884327377,0
118,1.0373789591079858,recoverable,0.007348594482926955,2.2873952945902265,1,0.1719463520930853,0.7164431337211887,-0.016197810391777333,0.0,0.375,0,0.0,0.4004240049292539,0
119,1.012360705274702,recoverable,0.007802928639796015,2.2367951810390894,1,0.18807375382076064,0.783640640919836,-0.015746014188860413,0.0,0.4375,0,0.0,0.4258742125439021,0
120,0.998344201388284,recoverable,0.008027626000795346,2.1002238733679857,1,0.1927803355006168,0.8032513979192366,-0.014425009903776069,0.0,0.5,0,0.0,0.43566627053870344,0
121,0.976585447618868,recoverable,0.008413959397820563,2.040108914799459,1,0.20389854416159614,0.849577267339984,-0.013625532684062955,0.0,0.5625,0,0.0,0.45626251881081525,0
122,0.973059568113188,recoverable,0.008352484833212716,1.8313681525402994,1,0.19694666261800609,0.8206110942416921,-0.01369820841303683,0.0,0.625,0,0.0,0.45118422974407413,0
123,0.9352150346290616,recoverable,0.00802525656338056,1.5729169365820512,0,0.22217084536115672,0.9257118556714863,-0.014441835565498214,0.0,0.625,0,0.0,0.4537435808901581,0
124,0.9395033869901326,recoverable,0.008076913942181298,1.478088328541313,0,0.20579042124428426,0.857460088517851,-0.013950412052807152,0.0,0.625,0,0.0,0.4333197554565211,0
125,0.954140788428144,recoverable,0.0077016343207915935,1.25750116441255,0,0.17915516187472147,0.7464798411446728,-0.01306727593024925,0.0,0.625,0,0.0,0.3953674799726881,0
126,0.9098879315378664,recoverable,0.007535545850475075,1.1248098594289553,0,0.21081887832158952,0.878411993006623,-0.013135636731129243,0.0,0.625,0,0.0,0.41227595998910715,0
127,0.9484781157242694,recoverable,0.006676535753279709,0.7790301614933841,0,0.16010101156822998,0.6670875482009583,-0.011439544162317121,0.0,0.625,0,0.0,0.3453125211754334,0
128,0.9043311692295556,recoverable,0.006351937069953609,0.6232242341912514,0,0.1917078919839742,0.7987828832665591,-0.010347175703960517,0.0,0.625,0,0.0,0.36052259338125836,0
129,0.9373238082836164,recoverable,0.005618261679447527,0.3343357720396071,0,0.1475380247203859,0.6147417696682745,-0.007510391857256712,0.0,0.5625,0,0.0,0.28745448050791256,0
130,0.9093627137648213,recoverable,0.004891367161535626,0.04572045257981516,0,0.1631943524308188,0.679976468461745,-0.006223654067750419,0.0,0.5,0,0.0,0.26426104030519293,0
131,0.930333003926864,recoverable,0.004022950499688443,-0.3008638327835054,0,0.13120499651277373,0.5466874854698905,-0.004165102367688107,0.0,0.4375,0,0.0,0.2187124970939781,0
132,0.9176485188240008,recoverable,0.0035700356761367096,-0.5100209857604879,0,0.13224829572927732,0.5510345655386555,-0.00247285462583331,0.0,0.375,0,0.0,0.20395691310773112,0
133,0.8900001128387253,recoverable,0.00316264556545732,-0.7145698949650189,0,0.1466673738884886,0.6111140578687025,-0.004140021572551284,0.0,0.3125,0,0.0,0.20034781157374051,0
134,0.9293882968857266,recoverable,0.002530002718117476,-1.0126636469889354,0,0.097312868628044,0.4054702859501833,-0.0028247923012360713,0.0,0.25,0,0.0,0.14359405719003665,0
135,0.930003662272391,recoverable,0.0021411779787467015,-1.2210555557218228,0,0.0870940049501282,0.36289168729220084,-0.0003775637298789658,0.0,0.1875,0,0.0,0.11945333745844017,0
136,0.905147847369226,recoverable,0.0017119268931749224,-1.4374935768033077,0,0.10157962956622679,0.42324845652594495,-0.0019437261137341638,0.0,0.125,0,0.0,0.115899691305189,0
137,0.8997189854468606,recoverable,0.001502189331229902,-1.549956733375373,0,0.09681592232296699,0.40339967634569573,-0.0011758737273686534,0.0,0.0625,0,0.0,0.09630493526913915,0
138,0.8989711098397069,recoverable,0.00109077728891183,-1.7066991407744918,0,0.08820455800658278,0.3675189916940949,-0.0028009245613146846,0.0,0.0,0,0.0,0.07350379833881898,0
139,0.8840526434857217,recoverable,0.0008800421329669334,-1.741076255077638,0,0.09382104799186686,0.3909210332994452,-0.0029752302365426172,0.0,0.0,0,0.0,0.07818420665988905,0
140,0.9121695003327364,recoverable,0.0006315453089060381,-1.7574909763863518,0,0.05743621482259298,0.23931756176080407,-0.0028342510541209524,0.0,0.0,0,0.0,0.04786351235216082,0
141,0.8841994824162831,recoverable,0.0005536082142218346,-1.689152397475106,0,0.07685426296831732,0.32022609570132216,-0.0028549115238291987,0.0,0.0,0,0.0,0.06404521914026444,0
142,0.8878218932022927,recoverable,0.00044343946968392734,-1.614983025042332,0,0.06613553421602414,0.27556472590010056,-0.002964424090726873,0.0,0.0,0,0.0,0.05511294518002011,0
143,0.8724978808534762,recoverable,0.0005059089765351736,-1.4846597671763266,0,0.0739294279192736,0.3080392829969733,-0.005391484086315221,0.0,0.0,0,0.0,0.06160785659939466,0
144,0.8703535536669917,recoverable,0.0005445763630334435,-1.3711764220579412,0,0.06896059713786096,0.287335821407754,-0.005097480180029884,0.0,0.0,0,0.0,0.0574671642815508,0
145,0.8554581769932431,recoverable,0.0005596254900915768,-1.2731128235501414,0,0.07732386039016803,0.32218275162570015,-0.004859354360853405,0.0,0.0,0,0.0,0.06443655032514004,0
146,0.8878971036938461,recoverable,0.0005693347309356849,-1.1847969147315283,0,0.03929255074229954,0.16371896142624806,-0.003605305226956333,0.0,0.0,0,0.0,0.032743792285249616,0
147,0.8607027203179244,recoverable,0.0005339882467046209,-1.1176611410503319,0,0.06104182376395928,0.2543409323498303,-0.003987410300202013,0.0,0.0,0,0.0,0.05086818646996606,0
148,0.8710623524500507,recoverable,0.0005667268514408763,-1.0359404454760361,0,0.045138304743235214,0.18807626976348005,-0.0033813784778820304,0.0,0.0,0,0.0,0.037615253952696014,0
149,0.8499613238318457,recoverable,0.0005744063647959757,-0.9688150276149232,0,0.0608260206466783,0.2534417526944929,-0.004582588308158334,0.0,0.0,0,0.0,0.050688350538898586,0
150,0.832213922428081,recoverable,0.0007257761989849879,-0.8614918167843734,0,0.07303574608510288,0.3043156086879287,-0.004464152974852556,0.0,0.0,0,0.0,0.060863121737585735,0
151,0.830339933092094,recoverable,0.0007822103810308005,-0.790416198699462,0,0.07003488493686405,0.29181202057026684,-0.005343444582732016,0.0,0.0,0,0.0,0.05836240411405337,0
152,0.8192573172706094,recoverable,0.0009058660121515523,-0.6975750139078075,0,0.0759907590635962,0.3166281627649842,-0.005932905433634997,0.0,0.0,0,0.0,0.06332563255299684,0
