t,metric,outcome,dsdt,adaptive_threshold,spike_candidate,persistence,deviation,slope,recovery_lag,gv_signal,warning
61,0.9784625016034564,irreversible,-0.02320184546603421,0.07553041645929293,0,0.0,0.021371152766316293,-0.004530297156563039,0.0,0.01602836457473722,0
62,0.994613059075592,irreversible,0.016150557472135674,0.07607972820608126,0,0.0,0.004151990696631747,-0.0026375084191737927,0.0,0.00311399302247381,0
63,0.996434824732354,irreversible,0.0018217656567619533,0.08010803199557047,0,0.0,0.002179972593527868,-0.0005113598898899045,0.0,0.001634979445145901,0
64,1.0237618843442464,irreversible,0.027327059611892413,0.08874903984203869,0,0.0,0.023573327068619587,0.0009372870720096978,0.0,0.034551162597639254,0
65,1.0066885412078204,irreversible,-0.017073343136426056,0.08010803199557047,0,0.0,0.0056498993131313124,0.0027013272254094527,0.0,0.05286131454221863,0
66,0.9998888993959468,irreversible,-0.006799641811873536,0.08010803199557047,0,0.0,0.0003922969917736774,0.0036764283897383885,0.0,0.06646993375912125,0
67,1.030579399958219,irreversible,0.03069050056227207,0.08010803199557047,0,0.0,0.029383974654156653,0.0024290564134126034,0.0,0.06576099643204435,0
68,0.9888950414047272,irreversible,-0.04168435855349173,0.08010803199557047,0,0.0,0.011898219118451459,0.0017223525588160955,0.0,0.039926010397528314,0
69,0.9922113939024924,irreversible,0.003316352497765185,0.0690734939181554,0,0.0,0.008357887609994563,0.0009761926386266682,0.0,0.02383988320277595,0
70,0.9636648997732188,irreversible,-0.02854649412927357,0.07376156384759675,0,0.0,0.03566761155733855,-0.0010547641472237366,0.0,0.026750708668003914,0
71,1.0313821169256725,irreversible,0.06771721715245371,0.07778986763708595,0,0.0,0.031540472128888775,-0.0004782448795090944,0.0,0.02365535409666658,0
72,1.0192866473638886,irreversible,-0.012095469561783867,0.06504519012866619,0,0.0,0.019170492519879234,-0.00012622454820046146,0.0,0.014377869389909426,0
73,1.0183369608902342,irreversible,-0.0009496864736544541,0.06718599565780828,0,0.0,0.017753377149900107,-3.6280509226735853e-06,0.0,0.01331503286242508,0
74,1.0133779689289388,irreversible,-0.004958991961295345,0.05719878619465645,0,0.0,0.011653207319246572,0.001404801511587849,0.0,0.03402633269801621,0
75,1.002202971753273,irreversible,-0.011174997175665835,0.03917146650578209,0,0.0,0.000745516928411627,0.0011913285392433322,0.0,0.022003051402688698,0
76,1.0043097787836466,irreversible,0.002106807030373581,0.041814044230063095,0,0.0,0.002252499947335229,0.0006938333987282794,0.0,0.01417837613761045,0
77,0.994959868194654,irreversible,-0.009349910588992594,0.027180327946519967,0,0.0,0.006200175797545504,0.001678790089174811,0.0,0.03486835345330573,0
78,0.9959279914855412,irreversible,0.0009681232908872461,0.0244521257039076,0,0.0,0.005943686103992318,0.0003693481678437163,0.0,0.01110603159918113,0
79,1.0010860722342738,irreversible,0.005158080748732585,0.027415683329998896,0,0.0,0.0009135550805861037,-0.0005229016077153043,0.0,0.0006851663104395778,0
80,1.0302365902312756,irreversible,0.029150517997001746,0.027415683329998896,1,0.0625,0.027224171051179136,-0.0018357945960777145,0.0,0.21541812828838436,0
81,1.0111137580361615,irreversible,-0.019122832195114015,0.027415683329998896,0,0.0625,0.006847783221096915,-0.00048419959653187006,0.0,0.020135837415822685,0
82,0.9988307974848228,irreversible,-0.012282960551338706,0.0244521257039076,0,0.0625,0.0042482228171648595,-0.0003632718234264041,0.0,0.018186167112873644,0
83,0.988412158991132,irreversible,-0.010418638493690846,0.02152714803479806,0,0.0625,0.013306995432387114,-0.0006259961587771654,0.0,0.024980246574290335,0
84,0.9873000302517668,irreversible,-0.0011121287393651702,0.020193934438119062,0,0.0625,0.01430484768788387,-0.0009172566543117802,0.0,0.025728635765912902,0
85,1.0320541002234498,irreversible,0.044754069971682964,0.023037690974373245,1,0.125,0.0298952330533937,0.0008037103541969901,0.0,0.2468882111655911,0
86,1.010133746084542,irreversible,-0.021920354138907694,0.024370904571052242,0,0.125,0.0078895380914481,0.0011076436241821074,0.0,0.055854738803864004,0
87,1.0013510111662132,irreversible,-0.008782734918328927,0.019202387884891366,0,0.125,0.0026806035079847135,0.0002385977102540918,0.0,0.036305211415562186,0
88,0.9930763631569456,irreversible,-0.008274648009267582,0.01747732158099478,0,0.125,0.010557531611632087,-0.001094719487472544,0.0,0.037918148708724064,0
89,0.9778189317659894,irreversible,-0.015257431390956144,0.017544559860905248,0,0.125,0.02511649011467665,-0.002881822973837661,0.0,0.048837367586007485,0
90,0.998662768850602,irreversible,0.02084383708461257,0.01945643133942204,1,0.1875,0.0041726004227677915,-0.0013065960804143609,0.0,0.22812945031707582,0
91,1.017473160689404,irreversible,0.018810391838802065,0.01945643133942204,0,0.1875,0.013337436113169288,0.00040250969279269296,0.0,0.062248251555145434,0
92,0.9921492550632502,irreversible,-0.02532390562615383,0.019510529471946234,0,0.1875,0.011904342712573124,-0.00016563618252507848,0.0,0.05392825703442984,0
93,0.9954551483399888,irreversible,0.0033058932767385807,0.0213870943392766,0,0.1875,0.008565793556089107,-0.0011670481129750112,0.0,0.05142434516706683,0
94,0.9955793129712204,irreversible,0.0001241646312315492,0.023310525950241686,0,0.1875,0.007502209879089894,-0.0023211989109985483,0.0,0.05062665740931742,0
95,1.0021918873599631,irreversible,0.006612574388742742,0.028669449383858295,0,0.1875,0.0007397470287520136,-0.00023141411054764853,0.0,0.04555481027156401,0
96,0.9681397824250878,irreversible,-0.034052104934875316,0.02871008565454914,0,0.125,0.03373354806459872,-0.0010984075780657583,0.0,0.05530016104844904,0
97,0.995292032960698,irreversible,0.02715225053561021,0.03750224948497633,0,0.125,0.0054050519624044835,-0.000560867118082088,0.0,0.03405378897180336,0
98,0.9829120896369186,irreversible,-0.012379943323779452,0.033302843164726766,0,0.125,0.017585563560590156,-0.0011767973344919563,0.0,0.043189172670442616,0
99,1.017691700651252,irreversible,0.03477961101433347,0.04859780546445474,0,0.125,0.016344703895451174,-0.0007896166365471306,0.0,0.04225852792158838,0
100,0.9845880264687028,irreversible,-0.033103674182549225,0.04476250237497286,0,0.125,0.01745640784361413,-0.0013018080445581148,0.0,0.043092305882710596,0
101,1.0115409349460138,irreversible,0.02695290847731102,0.04859780546445474,0,0.0625,0.0101578733663521,0.0010807882521970274,0.0,0.04207259356431057,0
102,1.0304887490545351,irreversible,0.01894781410852131,0.0674131104322457,0,0.0625,0.028732284085185134,0.0028805470736538463,0.0,0.08839906038965809,0
103,0.9937280747743676,irreversible,-0.036760674280167493,0.06861132043369106,0,0.0625,0.00720809399111999,0.0024308499529291654,0.0,0.06416136964606496,0
104,0.9879684749575308,irreversible,-0.0057595998168368245,0.06628758489495523,0,0.0625,0.012120710675576518,0.001696204709315099,0.0,0.054622217774354165,0
105,1.0038286451825218,irreversible,0.015860170224990977,0.06508937489350987,0,0.0625,0.003685270435106025,0.002359750534358435,0.0,0.060239462444781344,0
106,0.9999594194478194,irreversible,-0.003869225734702386,0.06569712726306459,0,0.0,3.894332173537407e-05,0.0005222678652134461,0.0,0.00943002906514356,0
107,0.9801276730532058,irreversible,-0.019831746394613603,0.06569712726306459,0,0.0,0.019376283211634093,-0.0009724889597209788,0.0,0.014532212408725568,0
108,1.0092183883142676,irreversible,0.029090715261061773,0.07053051433197664,0,0.0,0.00927141882180349,-0.001521998629485993,0.0,0.006953564116352617,0
109,1.0403103210695082,irreversible,0.03109193275524058,0.08334443783916134,0,0.0,0.03905587661586951,0.0016241918134771403,0.0,0.05852736010449065,0
110,0.9948377600946856,irreversible,-0.04547256097482255,0.08010023296040575,0,0.0,0.0052367233543999525,-0.00019101595942618956,0.0,0.003927542515799964,0
111,0.9959424760787068,irreversible,0.0011047159840211762,0.06942992568561794,0,0.0,0.0036262979717970323,-0.0002733451271498446,0.0,0.002719723478847774,0
112,0.9791013595286184,irreversible,-0.016841116550088353,0.06938230812387172,0,0.0,0.019809766590011768,0.0001779791837784035,0.0,0.01806095025052009,0
113,1.0063817690337309,irreversible,0.027280409505112457,0.07899964431404705,0,0.0,0.006871655913680663,0.00028949166147027727,0.0,0.010364591841725487,0
114,0.9750604755058474,irreversible,-0.03132129352788349,0.08791487480610984,0,0.0,0.024041652456005536,-0.0018447814866249996,0.0,0.01803123934200415,0
115,0.9778613795129704,irreversible,0.002800904007122962,0.08791487480610984,0,0.0,0.01943432442519999,-0.0026124727714332222,0.0,0.014575743318899992,0
116,1.0255933454368755,irreversible,0.04773196592390516,0.09124993967702251,0,0.0,0.02778232152029425,-0.0007197959254988814,0.0,0.020836741140220688,0
117,0.9818909388121072,irreversible,-0.04370240662476832,0.08791487480610984,0,0.0,0.015271416026004125,-0.002843717394363066,0.0,0.011453562019503094,0
118,1.0216271513866269,irreversible,0.03973621257451965,0.09466004588573246,0,0.0,0.023513103607526342,-0.000882200987321004,0.0,0.017634827705644757,0
119,1.0304871600756562,irreversible,0.008860008689029364,0.09124993967702251,0,0.0,0.030617504686233477,0.0034849748885950097,0.0,0.08569267650938528,0
120,1.0051865291495348,irreversible,-0.025300630926121448,0.09466004588573246,0,0.0,0.005099415083480885,0.0035596809034780597,0.0,0.06789881757521574,0
121,1.0310678280570165,irreversible,0.025881298907481698,0.09019559878719724,0,0.0,0.030527558412042133,0.004994302238857318,0.0,0.11279310910846332,0
122,1.0790450188737355,irreversible,0.04797719081671903,0.09466004588573246,0,0.0,0.0756082237684117,0.007497358309647926,0.0,0.19165861739997142,0
123,1.0560654319586855,irreversible,-0.022979586915049977,0.09183283218597738,0,0.0,0.050608294066071924,0.00935423803880559,0.0,0.20633250524805455,0
124,1.0681398840611678,irreversible,0.012074452102482258,0.09571047853848147,0,0.0,0.06026406046555577,0.009179411793816003,0.0,0.21042745763785486,0
125,1.0729353787043412,irreversible,0.004795494643173415,0.0936782215155535,0,0.0,0.06270143873058331,0.008324649662500835,0.0,0.1968697729729525,0
126,1.120834141606927,irreversible,0.04789876290258577,0.09953498755626178,0,0.0,0.10551038966044124,0.012112266276055232,0.28,0.3207327922453309,0
127,1.1695828842183662,irreversible,0.048748742611439244,0.10500223958272108,0,0.0,0.14844943722995807,0.014490977545915029,0.5096,0.40344907792246854,0
128,1.1791919076280173,irreversible,0.009609023409651085,0.10194175193950061,0,0.0,0.15151580003990595,0.017767844319981345,0.697872,0.4471686900299294,0
129,1.1611581751716409,irreversible,-0.018033732456376406,0.09757746301717064,0,0.0,0.12869985176618304,0.01874184437276974,0.8522550400000001,0.4640209976246373,0
130,1.182892492323348,irreversible,0.02173431715170704,0.09704136487098144,0,0.0,0.14382402005606876,0.017630752813352524,0.9788491328000001,0.5032148242580516,0
131,1.2099165754131809,irreversible,0.02702408308983295,0.09864858657770789,0,0.0,0.16423558179699627,0.017565110402075628,1.0,0.5231766863477472,0
132,1.2458453616499068,irreversible,0.03592878623672591,0.10471123344873587,0,0.0,0.19298581428054296,0.02048983575081159,1.0,0.5447393607104072,0
133,1.2558937714579264,irreversible,0.010048409808019576,0.097231046378112,0,0.0,0.19429536753244392,0.020408861382300778,1.0,0.545721525649333,0
134,1.2842890789088617,irreversible,0.028395307450935325,0.09355453566305483,0,0.0,0.21281332151833476,0.02025952374825809,1.0,0.559609991138751,0
135,1.305934787560909,irreversible,0.021645708652047402,0.0983401639378374,0,0.0,0.22438882542443594,0.01899057053389994,1.0,0.5682916190683269,0
136,1.3140245282664311,irreversible,0.008089740705522042,0.08087735569737414,0,0.0,0.2220097291693377,0.018531891504784216,1.0,0.5665072968770032,0
137,1.339196521167941,irreversible,0.025171992901509954,0.07506657823870924,0,0.0,0.23521276046702333,0.020354444787913397,1.0,0.5764095703502675,0
138,1.3641318475443205,irreversible,0.024935326376379408,0.06741552492417197,0,0.0,0.24831763820240083,0.02212178547100885,1.0,0.58,0
139,1.3783206059293365,irreversible,0.014188758385015987,0.06741552492417197,0,0.0,0.25123938709208904,0.0212191133578158,1.0,0.58,0
140,1.410070417299881,irreversible,0.031749811370544556,0.06297810431759047,0,0.0,0.2691481098891273,0.020864931726369874,1.0,0.58,0
141,1.45741751546656,irreversible,0.047347098166679036,0.06297810431759047,0,0.0,0.3011127067428778,0.02214125280725872,1.0,0.58,0
142,1.4518394456954165,irreversible,-0.005578069771143612,0.06133329545542447,0,0.0,0.2797767007661742,0.02250855655818946,1.0,0.58,0
143,1.461116210928171,irreversible,0.009276765232754558,0.06133329545542447,0,0.0,0.2738956512691142,0.021554861684223086,1.0,0.58,0
144,1.4462776275327616,irreversible,-0.014838583395409444,0.06727436839203141,0,0.0,0.2433498294728076,0.01919726531002112,1.0,0.58,0
145,1.507759141720304,irreversible,0.06148151418754244,0.07056451648351456,0,0.0,0.2871680849201057,0.019672755757713836,1.0,0.58,0
146,1.4810664317646558,irreversible,-0.02669270995564821,0.06891970762134855,0,0.0,0.24529293875353142,0.01678524044686767,1.0,0.58,0
147,1.5118193182768775,irreversible,0.030752886512221744,0.06727436839203141,0,0.0,0.25838154595026075,0.015228537824083144,1.0,0.58,0
148,1.5770927850493754,irreversible,0.0652734667724979,0.07056451648351456,0,0.0,0.3051394916006671,0.016802163667206386,1.0,0.58,0
149,1.594124701202733,irreversible,0.01703191615335764,0.06891917725419741,0,0.0,0.30338348971645535,0.01766937564733145,1.0,0.58,0
150,1.597001220033022,irreversible,0.0028765188302888323,0.06887487300436759,0,0.0,0.2865328521839612,0.018194335530497596,1.0,0.58,0
151,1.5857997778769557,irreversible,-0.011201442156066221,0.06492316789285671,0,0.0,0.2568403450338974,0.01899895295889157,1.0,0.58,0
152,1.632573029662183,irreversible,0.04677325178522729,0.06492316789285671,0,0.0,0.28516266312617633,0.020426818713125905,1.0,0.58,0
153,1.6464252336356795,irreversible,0.013852203973496513,0.06492316789285671,0,0.0,0.27933620704377304,0.021038000136380033,1.0,0.58,0
154,1.692736814922604,irreversible,0.046311581286924586,0.07947545539003313,0,0.0,0.30482789063531635,0.020939858946408603,1.0,0.58,0
155,1.7451546106485507,irreversible,0.052417795725946625,0.1000366562525364,0,0.0,0.33483837862978927,0.024812253773508798,1.0,0.58,0
156,1.7243386097590931,irreversible,-0.020816000889457564,0.11073309222139356,0,0.0,0.29390556213525953,0.022892195537737782,1.0,0.58,0
157,1.7244137774393575,irreversible,7.516768026438747e-05,0.10535980822571185,0,0.0,0.2754863667081573,0.020077676118742095,1.0,0.58,0
158,1.7365889693939356,irreversible,0.012175191954578057,0.10376995213578129,0,0.0,0.2690816566038716,0.019701919995284225,1.0,0.58,0
159,1.7788781143846346,irreversible,0.042289144990699024,0.1098147068504402,0,0.0,0.2907801369541376,0.020835018501608772,1.0,0.58,0
160,1.7964641361297282,irreversible,0.017586021745093605,0.1098147068504402,0,0.0,0.2879137705723518,0.02087968716838907,1.0,0.58,0
161,1.7969696168094509,irreversible,0.0005054806797226696,0.10738634475105041,0,0.0,0.2688508165388652,0.01778743238188081,1.0,0.58,0
162,1.842327104713844,irreversible,0.0453574879043932,0.1098147068504402,0,0.0,0.2943255796744608,0.017727804764536365,1.0,0.58,0
163,1.836981729573783,irreversible,-0.00534537514006117,0.1098147068504402,0,0.0,0.26961060593053765,0.01575761785837126,1.0,0.58,0
164,1.902242145434586,irreversible,0.065260415860803,0.11168161573623875,0,0.0,0.31427258624048315,0.018124753043280123,1.0,0.58,0
165,1.9212530121157632,irreversible,0.01901086668117724,0.10159420244967719,0,0.0,0.31277284543649864,0.02248390575601942,1.0,0.58,0
166,1.9416950253059289,irreversible,0.020442013190165698,0.09209221468276149,0,0.0,0.31229250872534786,0.024435817899019753,1.0,0.58,0
167,1.9305189905878293,irreversible,-0.011176034718099581,0.10159420244967719,0,0.0,0.2814057250265851,0.02314851610824018,1.0,0.58,0
168,1.9702904112663615,irreversible,0.03977142067853223,0.09444347955244345,0,0.0,0.30097186024771605,0.022343998992067862,1.0,0.58,0
169,1.9773586098956129,irreversible,0.007068198629251343,0.09285362346251289,0,0.0,0.2880721254114249,0.02191155156569014,1.0,0.58,0
170,1.9922237587719505,irreversible,0.014865148876337608,0.09336009591393343,0,0.0,0.2835321629053602,0.021056507703319207,1.0,0.58,0
171,2.013217086857159,irreversible,0.020993328085208374,0.0841355274648863,0,0.0,0.2859988386108818,0.019007409264944396,1.0,0.58,0
172,2.0140056945393168,irreversible,0.000788607682157938,0.07333682132181518,0,0.0,0.26804857133157634,0.017403976862886895,1.0,0.58,0
173,2.031122726082097,irreversible,0.017117031542780214,0.07446276265503649,0,0.0,0.266165385702559,0.014296889780183236,1.0,0.58,0
174,2.095886295817521,irreversible,0.06476356973542385,0.07446276265503649,0,0.0,0.3092753331618243,0.016719831237304073,1.0,0.58,0
175,2.0961752919216097,irreversible,0.00028899610408883447,0.07310232622065849,0,0.0,0.28995045759253646,0.01807872540753916,1.0,0.58,0
176,2.1243284970225527,irreversible,0.02815320510094299,0.0695262272195438,0,0.0,0.29666159385154955,0.020215779768008414,1.0,0.58,0
177,2.1600342077690824,irreversible,0.03570571074652973,0.07047314478874231,0,0.0,0.31076014161500565,0.021341610318698374,1.0,0.58,0
178,2.125337350099678,irreversible,-0.034696857669404224,0.07568191074129191,0,0.0,0.2577884651105913,0.020444310409247247,1.0,0.58,0
179,2.164317398523682,irreversible,0.03898004842400393,0.07568191074129191,0,0.0,0.277762090290564,0.020265051366893945,1.0,0.58,0
180,2.2035066968693013,irreversible,0.03918929834561924,0.08032317182716983,0,0.0,0.29673453940830696,0.020948233206323483,1.0,0.58,0
181,2.2278418957333117,irreversible,0.024335198864010366,0.0813144025291854,0,0.0,0.29966833434377205,0.021797339424654047,1.0,0.58,0
182,2.232458510991978,irreversible,0.00461661525866619,0.07710990646382795,0,0.0,0.2842887668914451,0.02034932203134487,1.0,0.58,0
183,2.2805835846539573,irreversible,0.04812507366197938,0.07810113716584352,0,0.0,0.3112752288528151,0.020019531165448367,1.0,0.58,0
184,2.284207898776593,irreversible,0.0036243141226357523,0.07710990646382795,0,0.0,0.29518384018031796,0.02118123349379205,1.0,0.58,0
185,2.275732357223443,irreversible,-0.008475541553150112,0.07724775246276731,0,0.0,0.269022373741338,0.019617213866065897,1.0,0.58,0
186,2.301384724480187,irreversible,0.025652367256744135,0.07752340991028865,0,0.0,0.27543987050737906,0.019152845334202962,1.0,0.58,0
187,2.3561094212098928,irreversible,0.0547246967297057,0.08113249357090373,0,0.0,0.3091080457780673,0.02190770488636366,1.0,0.58,0
188,2.3692766291291214,irreversible,0.013167207919228652,0.07643864634215078,0,0.0,0.3011856650394562,0.020690982681118155,1.0,0.58,0
189,2.342018775219868,irreversible,-0.027257853909253615,0.07752340991028865,0,0.0,0.25515645576902823,0.017629298593581123,1.0,0.58,0
