t,metric,outcome,rolling_var,var_z,variance_breach,deviation,deviation_norm,slope,slope_norm,persistence,recovery_failure,recovery_failure_persist,gv_composite,early_warning
39,0.9705756046123296,irreversible,0.00015162560906906432,-1.1437885720347118,0,0.023768179669989675,0.09903408195829032,0.00046411875194085286,0.04641187519408529,0.4375,0,0.0,0.13614359767077086,0
40,0.9918703189478708,irreversible,0.0001456914460885701,-1.1382507796174748,0,0.00042915470507642883,0.0017881446044851201,0.002007007970800364,0.2007007970800364,0.375,0,0.0,0.12421274848290248,0
41,0.9946477769790012,irreversible,0.00016003329270371404,-1.0505290974961126,0,0.003478681124834071,0.01449450468680863,0.0024142133837327683,0.24142133837327684,0.3125,0,0.0,0.11723710169335325,0
42,1.0120307740866965,irreversible,0.00017906215547852116,-0.9476902331383874,0,0.021790806218017877,0.09079502590840782,0.002886666688036142,0.2886666688036142,0.25,0,0.0,0.12395900550222369,0
43,0.981157780168695,irreversible,0.0001764119509307199,-0.9466910079827593,0,0.007562803129171125,0.03151167970487969,0.0021601013541214862,0.2160101354121486,0.1875,0,0.0,0.08557885625279824,0
44,0.9955705793457688,irreversible,0.000179168202067115,-0.9262187785633106,0,0.007717792199305684,0.03215746749710702,0.0025283353926971097,0.25283353926971097,0.125,0,0.0,0.07560652438987805,0
45,0.9981066271751904,irreversible,0.00019510517855765266,-0.8535692541939126,0,0.011389808296627058,0.047457534569279404,0.0019279835573378203,0.192798355733782,0.0625,0,0.0,0.054036260273923185,0
46,0.989896072607074,irreversible,0.0001987058561531161,-0.8380392098949394,0,0.004684111598348917,0.019517131659787152,0.0014741162930398091,0.1474116293039809,0.0,0,0.0,0.02601517072755457,0
47,1.0230022920294397,irreversible,0.000261246459944038,-0.5745332741421011,0,0.03757728147569883,0.15657200614874514,0.003387904039644382,0.3387904039644382,0.0,0,0.0,0.08213296182441476,0
48,1.0341286209983247,irreversible,0.00033004891048725525,-0.29121133104125935,0,0.04803042936367208,0.20012678901530032,0.004477471488653692,0.4477471488653692,0.0,0,0.0,0.10718743013286544,0
49,1.0200818776295872,irreversible,0.0003692923138043466,-0.14452346705413202,0,0.03407290626562487,0.14197044277343696,0.0037204754613878455,0.37204754613878455,0.0,0,0.0,0.08420122047550507,0
50,1.0566946386662464,irreversible,0.0005778279780803317,0.7664020514079567,0,0.06864300365871556,0.28601251524464816,0.0057801107128271755,0.5780110712827176,0.0,0,0.0,0.19864716741333416,0
51,1.052735566219981,irreversible,0.0007022706505054203,1.2541170819054785,0,0.06231214494549986,0.25963393727291606,0.007023211096928995,0.7023211096928995,0.0,0,0.0,0.2468547454731952,0
52,1.0540312134337002,irreversible,0.0007652784060705991,1.4270607561397495,0,0.062005660186473355,0.258356917443639,0.008791755206037841,0.8791755206037841,0.0,0,0.0,0.2854806227321347,0
53,1.0545545675670307,irreversible,0.0008512810673348123,1.6555490342625314,0,0.06023497722478943,0.250979071769956,0.008021550075194842,0.8021550075194842,0.0,0,0.0,0.2887725679292375,0
54,1.0664559187706262,irreversible,0.0009834062460912737,1.9925538084740908,1,0.06868208794795361,0.2861753664498067,0.007971704804857848,0.7971704804857849,0.0625,0,0.0,0.33476091739669267,0
55,1.0354175490937585,irreversible,0.0009108937876905766,1.5873569276038644,0,0.035644584575000415,0.14851910239583507,0.005538711171988324,0.5538711171988323,0.0625,0,0.0,0.24179212574498216,0
56,1.0675800257222112,irreversible,0.0009853163644246694,1.729065212526922,0,0.06478514131857938,0.26993808882741405,0.003860410542571198,0.38604105425711976,0.0625,0,0.0,0.2510234339416881,0
57,1.0701089406702673,irreversible,0.0010696638437580456,1.880204675314766,1,0.0637324184334005,0.26555174347250204,0.0035855083492040887,0.35855083492040885,0.125,0,0.0,0.2724433078836165,0
58,1.0370064607534175,irreversible,0.0009655987986410179,1.4712347531441443,0,0.027903160179336695,0.1162631674139029,0.00167578192628815,0.167578192628815,0.125,0,0.0,0.184727559030256,0
59,1.0709884959751728,irreversible,0.000895200000661478,1.2202175162338875,0,0.05870711619697544,0.24461298415406432,0.0006482885968842448,0.06482885968842449,0.125,0,0.0,0.1770553198007828,0
60,1.0641502451211924,irreversible,0.0008655650794186506,1.0893140008823095,0,0.049283537304387615,0.20534807210161507,0.0010716005827910108,0.10716005827910108,0.125,0,0.0,0.16620176608235313,0
61,1.081681021258229,irreversible,0.0008835919868864396,1.1108353551713026,0,0.06303303492464818,0.2626376455193674,0.002096827571210046,0.20968275712100462,0.125,0,0.0,0.19457532518426007,0
62,1.0654243922852873,irreversible,0.0008789135278896064,1.0560929829849803,0,0.04325558825086162,0.18023161771192342,0.0019708518233741467,0.19708518233741465,0.125,0,0.0,0.1722943139633526,0
63,1.0738672156227758,irreversible,0.0007329528842236044,0.5836040533814059,0,0.048455198853860626,0.20189666189108593,0.0022021848500889075,0.22021848500889074,0.125,0,0.0,0.14634810894250838,0
64,1.0815738657293583,irreversible,0.0006542428857774449,0.3287135511684076,0,0.0528438709103658,0.2201827954598575,0.0034132113197569754,0.3413211319756975,0.125,0,0.0,0.14996426825749812,0
65,1.065820213992203,irreversible,0.0005214992052917466,-0.08849065920888147,0,0.033825941667624315,0.1409414236151013,0.001512475207622682,0.1512475207622682,0.125,0,0.0,0.0821254128373605,0
66,1.0908015158021251,irreversible,0.0003657637464043691,-0.5751647440272197,0,0.05519054203902152,0.22996059182925632,0.002750003516127035,0.27500035161270353,0.125,0,0.0,0.11849217110775678,0
67,1.083512015392715,irreversible,0.0003260643985772299,-0.7027227711093849,0,0.044854288089336336,0.1868928670389014,0.0034770444342319953,0.3477044434231995,0.125,0,0.0,0.1207842399212602,0
68,1.096218564613645,irreversible,0.00034028688361565875,-0.6732258246037608,0,0.053562206237981025,0.22317585932492093,0.0025278763490528284,0.25278763490528283,0.125,0,0.0,0.11380331710077662,0
69,1.085298446568383,irreversible,0.00025305667482587935,-0.9701395596054446,0,0.038817993460850575,0.16174163942021072,0.002530812005155565,0.2530812005155565,0.125,0,0.0,0.10156050796137563,0
70,1.1143238056383795,irreversible,0.0003474097363581097,-0.7061766082978707,0,0.06376156964116353,0.26567320683818135,0.003487611728226447,0.3487611728226447,0.0625,0,0.0,0.12107381729103298,0
71,1.1126735355925408,irreversible,0.0004111154044500794,-0.5396296537482481,0,0.05817710764154005,0.24240461517308354,0.00491495076075484,0.491495076075484,0.0625,0,0.0,0.1378301844459393,0
72,1.1071876169683916,irreversible,0.0004414470044958618,-0.4801534288383788,0,0.04951929425466761,0.20633039272778173,0.004583615763050932,0.4583615763050932,0.0625,0,0.0,0.1256453149913203,0
73,1.1263219389325474,irreversible,0.0005305235771866275,-0.22217876764021957,0,0.06381481092669516,0.2658950455278965,0.005352605038217177,0.5352605038217176,0.0,0,0.0,0.13346808467883695,0
74,1.143455293230904,irreversible,0.0007092393748954505,0.3626777955924044,0,0.0760186747622138,0.31674447817589085,0.006934102757250492,0.6934102757250491,0.0,0,0.0,0.1932659938219644,0
75,1.1598689287929491,irreversible,0.0008444109529175346,0.8052168479129848,0,0.08704023360366686,0.36266764001527857,0.007610568330505688,0.7610568330505688,0.0,1,0.0625,0.2535825420972828,0
76,1.1185439491031826,irreversible,0.0008540674054701207,0.788536808779632,0,0.04142699136403016,0.17261246401679234,0.006558379801335199,0.6558379801335199,0.0,0,0.0625,0.19859724759336014,0
77,1.1652064688916066,irreversible,0.0010712601126191342,1.5400560799284868,0,0.08334937192371528,0.34728904968214697,0.007229181011499049,0.722918101149905,0.0,1,0.125,0.30664953081809276,0
78,1.1693583261373626,irreversible,0.0011066959652894855,1.5625800143909807,0,0.08299357233150317,0.3458065513812632,0.00798331464374933,0.798331464374933,0.0,1,0.1875,0.3286488881032769,0
79,1.1719375099004294,irreversible,0.0012593862429325397,1.9630617297100443,1,0.08051090168554209,0.3354620903564254,0.007263580593104451,0.7263580593104452,0.0625,1,0.25,0.3693898219471407,0
80,1.1696631418801051,irreversible,0.001316443688230777,1.9547625207447659,1,0.07447091689142238,0.31029548704759324,0.007304643578356147,0.7304643578356147,0.125,0,0.25,0.38000464542377266,0
81,1.2153933958771197,irreversible,0.001731721041256621,2.813088284881833,1,0.1147792432331991,0.47824684680499624,0.009059286218065165,0.9059286218065165,0.1875,1,0.3125,0.5262235401235362,0
82,1.1896242136616222,irreversible,0.0017763932378710146,2.516541486964073,1,0.08449029434343758,0.3520428930976565,0.007797519976717957,0.7797519976717957,0.25,1,0.375,0.4858743416248773,0
83,1.2291879647441588,irreversible,0.0020965415050670953,2.7870641567470544,1,0.1182329321867368,0.49263721744473665,0.008970166510898572,0.8970166510898572,0.3125,1,0.4375,0.5759059523486442,0
84,1.252331546802041,irreversible,0.00257270320339263,3.079392785773503,1,0.13518065997690498,0.5632527499037707,0.011300552949198094,1.0,0.375,1,0.5,0.6513571775360043,0
85,1.2207750468607144,irreversible,0.0025120746454242917,2.530356235768269,1,0.09744557677667998,0.40602323656949985,0.011684205960638858,1.0,0.4375,1,0.5625,0.6056943784402049,0
86,1.2519017124518348,irreversible,0.002773700526114989,2.528235737998933,1,0.12242818614347928,0.510117442264497,0.010272422472668085,1.0,0.5,1,0.625,0.6513617554528232,0
87,1.2480274001594598,irreversible,0.0028151197757668475,2.27049665957808,1,0.11262325853479793,0.4692635772283247,0.010143689774661025,1.0,0.5625,1,0.6875,0.6497810482726707,0
88,1.281963844250005,irreversible,0.0031324216034109725,2.337964294569737,1,0.13839445650879,0.576643568786625,0.011138936252305536,1.0,0.625,1,0.75,0.7010761633694491,0
89,1.310924757240691,irreversible,0.00348933399381758,2.3881912510232164,1,0.15935749412395905,0.6639895588498294,0.012520899106220397,1.0,0.6875,1,0.8125,0.747133001128767,0
90,1.3276004520521427,irreversible,0.00408003977015216,2.562453593891023,1,0.16725151537104588,0.6968813140460245,0.012976126871644216,1.0,0.75,1,0.875,0.7911586623728494,1
91,1.2786165884810003,irreversible,0.003962205824267548,2.1638148446413754,1,0.11170313289247757,0.4654297203853232,0.011893799494539645,1.0,0.8125,1,0.875,0.7320191472657342,0
92,1.3035903501160508,irreversible,0.0038362018909031655,1.8567890964301654,1,0.12873802926650257,0.536408455277094,0.009689390087963603,0.9689390087963602,0.875,1,0.9375,0.7446253349770275,0
93,1.32847376134842,irreversible,0.003950001502669045,1.7724580802337546,1,0.14513455564135036,0.6047273151722932,0.010098433348602026,1.0,0.9375,1,0.9375,0.772549611622584,0
94,1.3460062824608372,irreversible,0.004210173802665416,1.7943254951044827,1,0.15385266286271837,0.6410527619279932,0.011803237211906716,1.0,1.0,1,0.9375,0.797001659178776,1
95,1.331643950726163,irreversible,0.004287683539204905,1.6952494332208299,0,0.13062953990357862,0.5442897495982443,0.009485423158337088,0.9485423158337087,0.9375,1,0.9375,0.7472285425247644,0
96,1.315702423161332,irreversible,0.0036302722335445807,1.1462312218399866,0,0.10719131542677407,0.44663048094489194,0.007029316775603483,0.7029316775603484,0.875,1,1.0,0.6453895065258869,0
97,1.3314422881108792,irreversible,0.0034436230906081675,0.9486407871826524,0,0.11466683795238253,0.4777784914682605,0.004400119046874735,0.4400119046874735,0.8125,1,1.0,0.5824425402241055,0
98,1.3253310676793086,irreversible,0.0031275775606251,0.6684458848345007,0,0.10091853408528983,0.42049389202204096,0.0026889220769886887,0.26889220769886885,0.75,1,1.0,0.5096787441902743,0
99,1.3196266975090103,irreversible,0.002693120116696309,0.29949499572537,0,0.08740322221697072,0.3641800925707113,0.002071641861685843,0.20716418616858429,0.6875,1,1.0,0.44717814613409923,0
100,1.3072988945374169,irreversible,0.002089570551296871,-0.21326722217822522,0,0.06864291628207586,0.2860121511753161,0.0017881709533224776,0.17881709533224774,0.625,0,0.9375,0.38089999453490037,0
101,1.3183319764381969,irreversible,0.0018684182285091749,-0.4443739975135093,0,0.07282071682133417,0.3034196534222257,-0.0009130069074415204,0.0,0.5625,0,0.875,0.33255893068444514,0
102,1.3099849175122162,irreversible,0.001337332484949637,-0.9367827451128148,0,0.05771374787722583,0.24047394948844095,-0.0028859600910095986,0.0,0.5,0,0.8125,0.2949697898976882,0
103,1.2955329401319096,irreversible,0.001096923053566757,-1.18447938217316,0,0.03762140379027401,0.1567558491261417,-0.004065818775541398,0.0,0.4375,0,0.75,0.25322616982522833,0
104,1.2839783999663892,irreversible,0.0009928316708859492,-1.2985486845826846,0,0.021382760066904094,0.0890948336121004,-0.004307807683225256,0.0,0.375,0,0.6875,0.21469396672242008,0
105,1.2573339540772022,irreversible,0.0007599618154832134,-1.4960016647215673,0,0.008510519998424781,0.03546049999343659,-0.006208765664213261,0.0,0.3125,0,0.625,0.17896709999868732,0
106,1.257673242743054,irreversible,0.0007316683636758515,-1.5093699272046714,0,0.012808874453902108,0.05337031022459212,-0.008253258262913793,0.0,0.25,0,0.5625,0.15754906204491842,0
107,1.27061235417297,irreversible,0.000629586729134757,-1.5579294663955132,0,0.003383292533365001,0.01409705222235417,-0.007839272812215446,0.0,0.1875,0,0.5,0.12469441044447083,0
108,1.2365446864594285,irreversible,0.00083258180869052,-1.362325176066635,0,0.03969050559097509,0.16537710662906288,-0.008953605945112955,0.0,0.125,0,0.4375,0.12995042132581258,0
109,1.2096852556735898,irreversible,0.001237301955280096,-1.0168741292966124,0,0.06780819456925258,0.2825341440385524,-0.01083709172350188,0.0,0.0625,0,0.375,0.12838182880771049,0
110,1.2428214533351256,irreversible,0.001325642490114111,-0.942287590221726,0,0.03711060728955062,0.1546275303731276,-0.010402378532574743,0.0,0.0,0,0.3125,0.07780050607462552,0
111,1.2220867112167804,irreversible,0.0015616359453665012,-0.7344936095320277,0,0.05806845991921805,0.2419519163300752,-0.00958156774014433,0.0,0.0,0,0.25,0.08589038326601504,0
112,1.2370417086135657,irreversible,0.001686117408453075,-0.6255214844129262,0,0.044694045687497574,0.18622519036457322,-0.0073348911366343614,0.0,0.0,0,0.1875,0.06537003807291464,0
113,1.1977574557348487,irreversible,0.0019602835147625205,-0.38920583797223884,0,0.08293061493257081,0.34554422888571173,-0.007310297013697267,0.0,0.0,0,0.125,0.08785884577714236,0
114,1.1815555949209406,irreversible,0.002172912121938424,-0.19819091402909395,0,0.09677327735044217,0.40322198896017564,-0.007754586044407393,0.0,0.0,0,0.0625,0.09001939779203513,0
115,1.1588123286303436,irreversible,0.002571295378079009,0.1366259883925823,0,0.11745111970002697,0.489379665416779,-0.009974224719393451,0.0,0.0,0,0.0,0.10763493225425454,0
116,1.192955293485615,irreversible,0.002651819716450252,0.20824662001430252,0,0.08134327421254817,0.3389303092189507,-0.009114699091861052,0.0,0.0,0,0.0,0.08266082041624033,0
117,1.2048445853261958,irreversible,0.0024810645040110055,0.07346842857706096,0,0.06801455521085842,0.2833939800452434,-0.005959599217000362,0.0,0.0,0,0.0,0.06192654090741018,0
118,1.1479247068349785,irreversible,0.0026660537383720404,0.24471507172772364,0,0.12046646245490833,0.501943593562118,-0.007383212757754034,0.0,0.0,0,0.0,0.11786836669297529,0
119,1.1452854477924066,irreversible,0.002767268491855972,0.35620597992707914,0,0.11758441118253748,0.48993504659390613,-0.00966723303049833,0.0,0.0,0,0.0,0.1234302935992869,0
120,1.1595708638028934,irreversible,0.002719626430060397,0.3677474651729464,0,0.09769800889707536,0.40707503707114734,-0.008182365217584246,0.0,0.0,0,0.0,0.10768268349801136,0
121,1.1347421304804213,irreversible,0.0026349895693391387,0.34414018883413094,0,0.11773092695286169,0.490545528970257,-0.008425010035819183,0.0,0.0,0,0.0,0.12269054785363219,0
122,1.1406733893136376,irreversible,0.002428010626991177,0.2027072335357817,0,0.1063691027595648,0.44320459483151997,-0.006288409627773529,0.0,0.0,0,0.0,0.10312000707600269,0
123,1.1379983454546647,irreversible,0.002241609668483223,0.0816813323560171,0,0.10269496608874595,0.42789569203644146,-0.005748570054859824,0.0,0.0,0,0.0,0.09141351928986095,0
124,1.145616307013395,irreversible,0.0020027757976702923,-0.0935124205631327,0,0.0883973386817678,0.3683222445073658,-0.005148976508394915,0.0,0.0,0,0.0,0.07366444890147315,0
125,1.1596075122668683,irreversible,0.001838232776485284,-0.20684247845749998,0,0.06867158547965091,0.2861316061652121,-0.004866816332234359,0.0,0.0,0,0.0,0.05722632123304242,0
126,1.1448864549086462,irreversible,0.0016700783921691988,-0.35857507486510115,0,0.07769877722945062,0.3237449051227109,-0.003121063853583319,0.0,0.0,0,0.0,0.06474898102454218,0
127,1.160581124267438,irreversible,0.0012872094257140277,-0.8198412969861953,0,0.056308735742544025,0.2346197322606001,0.0008560335440341447,0.08560335440341447,0.0,0,0.0,0.05976444961263219,0
128,1.143549692194111,irreversible,0.0011540173785923606,-0.9536675044485672,0,0.06728078863303066,0.28033661930429443,0.0006460119722830773,0.06460119722830773,0.0,0,0.0,0.06575750344510504,0
129,1.158549173514654,irreversible,0.0010926755643930653,-0.9786459923948398,0,0.04691205651267594,0.19546690213614973,0.0011312238047642242,0.11312238047642242,0.0,0,0.0,0.05606173749869331,0
130,1.1259919163152232,irreversible,0.0009000889737914676,-1.1822691426890914,0,0.0734257477713669,0.30594061571402875,0.0006321738789180836,0.06321738789180836,0.0,0,0.0,0.070670731326577,0
131,1.1413056223247386,irreversible,0.0007489139766750654,-1.309223250567826,0,0.05221116329140285,0.21754651371417855,-0.0002798143347234542,0.0,0.0,0,0.0,0.04350930274283571,0
132,1.1804412836737184,irreversible,0.0004704737097773038,-1.594546936163216,0,0.008757380814473414,0.03648908672697256,0.0012587296674992205,0.12587296674992204,0.0,0,0.0,0.02617876235788282,0
133,1.165454418861284,irreversible,0.0003920385385918743,-1.6084095017660145,0,0.01940829491788687,0.08086789549119529,0.0013194369758989012,0.1319436975898901,0.0,0,0.0,0.035965133736722575,0
134,1.1890624783910906,irreversible,0.00041351126935786563,-1.5102814063835133,0,0.007363628664429633,0.030681786101790138,0.0028429198364262145,0.2842919836426214,0.0,0,0.0,0.04878015476675124,0
135,1.194706378534222,irreversible,0.00048159994385864834,-1.3916517170499048,0,0.015095114658993714,0.06289631107914047,0.005080378553444388,0.5080378553444388,0.0,0,0.0,0.08878494051749392,0
136,1.2126633120875498,irreversible,0.0005675845431992921,-1.2668150716240272,0,0.03455237923417176,0.143968246809049,0.006890461746249294,0.6890461746249293,0.0,0,0.0,0.1321505755555492,0
137,1.2112201859969192,irreversible,0.0005983150904755163,-1.2253832980069967,0,0.03508899208274263,0.1462041336780943,0.008846602598285824,0.8846602598285824,0.0,0,0.0,0.16193986570990623,0
138,1.2203769499583164,irreversible,0.0007602312555777576,-1.0183629738354092,0,0.04478468059417695,0.18660283580907064,0.009552967689031577,0.9552967689031577,0.0,0,0.0,0.1806150824972878,0
139,1.2093129690346949,irreversible,0.0008376044878273031,-0.8962696352981542,0,0.033733109225185354,0.14055462177160563,0.009724568844534714,0.9724568844534714,0.0,0,0.0,0.17397945702234185,0
140,1.2060951599604075,irreversible,0.0009067134408802871,-0.7872091106323739,0,0.03173950993005503,0.13224795804189596,0.0069348505945687165,0.6934850594568717,0.0,0,0.0,0.13047235052690995,0
141,1.2108330884023617,irreversible,0.000919980624280144,-0.7381266436092764,0,0.03685255913248997,0.15355232971870822,0.00445353013122017,0.44535301312201697,0.0,0,0.0,0.0975134179120442,0
142,1.219330608117125,irreversible,0.0009600114862878164,-0.6563721858558368,0,0.04594044886380133,0.19141853693250555,0.0042019976685771735,0.4201997668577173,0.0,0,0.0,0.1013136724151587,0
143,1.2141212002070163,irreversible,0.0009392874379512466,-0.6391514444841253,0,0.04018558280462026,0.1674399283525844,0.002195805611906407,0.21958056119064068,0.0,0,0.0,0.06642506984911298,0
144,1.226824879310784,irreversible,0.0009677517494878166,-0.5610700204614157,0,0.051380285762059996,0.21408452400858333,0.0018665117617224752,0.18665117617224752,0.0,0,0.0,0.0708145812275538,0
145,1.2371577116244572,irreversible,0.0010584710316083525,-0.4038518824049118,0,0.059101605309262784,0.24625668878859494,0.0020193608846179687,0.20193608846179686,0.0,0,0.0,0.07954175102698852,0
146,1.2453765036131137,irreversible,0.0010986268315462465,-0.30286218363563777,0,0.06557302362700246,0.2732209317791769,0.0033030750426895268,0.33030750426895267,0.0,0,0.0,0.10419031199617829,0
147,1.2391388409763913,irreversible,0.0011320005604205778,-0.20976094221359007,0,0.058192219135273726,0.2424675797303072,0.0037538211172546913,0.3753821117254691,0.0,0,0.0,0.1048008327048818,0
148,1.2175803550075823,irreversible,0.0009923686501586986,-0.3422033678697185,0,0.034311878227378134,0.14296615928074222,0.003300692766953937,0.3300692766953937,0.0,0,0.0,0.0781036233604575,0
149,1.247199390491368,irreversible,0.0009868800916765167,-0.29008551816874056,0,0.0605337822878651,0.2522240928661046,0.0037594475626878334,0.3759447562687833,0.0,0,0.0,0.1068365320135384,0
150,1.253197943390481,irreversible,0.0007414375447863947,-0.631849006446559,0,0.06341143253405823,0.2642143022252426,0.0038716461969762104,0.387164619697621,0.0,0,0.0,0.11091755339969167,0
